"id_factura","id_empleado","id_huesped","id_estadia","fecha","metodo_pago","total_a_pagar"
39,49,982,332,2025-05-21 00:25:05.000,BITCOIN,382.58
40,4,127,334,2025-03-25 16:10:00.000,TRANSFERENCIA,544.44
41,46,732,370,2025-08-21 23:33:51.000,PAYPAL,5586.80
42,361,977,374,2025-08-12 02:34:01.000,TRANSFERENCIA,1519.18
43,301,670,375,2026-03-22 08:10:05.000,TRANSFERENCIA,1599.18
44,305,225,380,2025-12-04 18:02:25.000,TRANSFERENCIA,1111.74
45,121,207,387,2026-03-16 10:07:14.000,TARJETA,1051.74
46,112,452,391,2025-09-23 09:43:11.000,EFECTIVO,994.88
47,126,371,434,2026-04-21 03:44:47.000,TARJETA,1338.46
48,31,193,443,2025-04-01 11:46:51.000,EFECTIVO,350.58
49,215,387,452,2025-04-04 15:35:20.000,PAYPAL,1036.16
50,126,552,469,2026-05-17 22:27:58.000,PAYPAL,4071.34
51,33,650,485,2025-06-16 20:32:19.000,TARJETA,609.30
52,208,913,516,2025-05-20 04:19:02.000,TARJETA,1447.32
53,257,594,522,2025-02-07 23:27:01.000,BITCOIN,1758.00
54,466,710,523,2025-01-31 03:54:58.000,EFECTIVO,350.58
55,319,763,546,2026-03-04 04:42:37.000,PAYPAL,1224.60
56,442,325,587,2026-04-02 18:49:08.000,TARJETA,502.44
57,128,443,593,2025-09-29 19:56:09.000,PAYPAL,5002.33
58,370,892,603,2025-06-16 22:29:22.000,BITCOIN,116.86
59,315,631,613,2025-11-13 17:53:30.000,TRANSFERENCIA,7237.00
60,520,653,618,2025-10-17 19:59:35.000,EFECTIVO,2937.29
61,486,280,630,2025-08-02 15:25:00.000,EFECTIVO,5752.08
62,302,241,634,2025-09-16 13:24:37.000,EFECTIVO,584.30
63,24,45,643,2026-01-26 22:10:37.000,TARJETA,2538.84
64,439,800,645,2025-08-09 06:58:58.000,PAYPAL,350.58
65,19,405,671,2026-05-22 12:33:16.000,PAYPAL,1792.48
66,258,857,676,2026-03-28 08:56:42.000,TRANSFERENCIA,1482.32
67,480,217,677,2025-05-06 10:07:04.000,TARJETA,1674.18
68,224,537,678,2025-03-26 03:02:05.000,TRANSFERENCIA,863.02
69,174,457,694,2026-02-01 21:01:45.000,TARJETA,467.44
70,258,827,712,2025-03-12 11:05:17.000,TARJETA,1051.74
71,95,830,723,2025-06-10 23:06:00.000,TRANSFERENCIA,350.58
72,241,545,731,2026-05-29 23:12:37.000,TRANSFERENCIA,934.88
73,263,851,742,2025-05-09 14:15:32.000,EFECTIVO,1168.60
74,487,356,747,2025-09-10 11:12:01.000,PAYPAL,985.88
75,250,216,751,2025-10-19 23:57:13.000,PAYPAL,701.16
76,86,279,789,2026-02-10 09:43:55.000,TARJETA,1300.46
77,148,816,809,2025-03-25 12:24:21.000,EFECTIVO,3607.70
78,35,126,824,2025-02-22 23:07:13.000,TRANSFERENCIA,1285.46
79,465,303,834,2025-05-16 02:00:37.000,EFECTIVO,467.44
80,416,139,850,2026-04-09 11:19:28.000,EFECTIVO,467.44
81,23,603,873,2025-04-26 20:17:16.000,PAYPAL,934.88
82,374,754,890,2025-11-03 22:10:19.000,EFECTIVO,584.30
83,491,427,899,2026-02-18 01:21:41.000,TARJETA,828.02
84,89,221,900,2025-06-14 03:40:17.000,PAYPAL,584.30
85,168,97,912,2025-05-06 19:11:16.000,PAYPAL,1797.90
86,84,638,926,2025-07-18 21:29:38.000,TARJETA,584.30
87,369,284,948,2025-09-24 22:49:06.000,TRANSFERENCIA,4622.14
88,536,965,960,2025-04-24 13:53:05.000,BITCOIN,1168.60
89,263,371,978,2025-10-15 01:29:41.000,TRANSFERENCIA,1752.90
90,409,563,979,2025-02-04 12:05:38.000,BITCOIN,14156.06
91,517,745,985,2025-12-17 17:06:48.000,PAYPAL,818.02
92,136,450,989,2026-02-06 18:37:36.000,PAYPAL,1651.04
93,271,991,991,2025-08-04 15:05:18.000,EFECTIVO,2480.64
94,411,651,992,2025-04-18 12:38:59.000,PAYPAL,818.02
95,431,197,995,2025-02-03 19:04:06.000,BITCOIN,1371.46
96,403,661,934,2026-04-21 11:04:17.000,BITCOIN,7887.88
97,109,609,780,2025-10-10 06:39:34.000,BITCOIN,1817.23
98,109,605,544,2026-01-07 19:00:28.000,PAYPAL,13011.97
99,69,999,284,2025-12-21 18:39:03.000,EFECTIVO,1211.10
100,81,899,318,2025-09-10 16:01:47.000,BITCOIN,21594.80
101,411,480,708,2025-04-28 11:59:41.000,PAYPAL,8187.08
102,22,822,887,2025-08-12 18:52:37.000,TRANSFERENCIA,3254.82
103,199,838,827,2025-11-05 05:04:48.000,PAYPAL,34316.12
104,361,16,581,2025-03-05 04:38:29.000,EFECTIVO,13864.74
105,346,867,783,2025-09-07 12:09:40.000,TARJETA,3729.82
106,228,71,740,2026-05-03 05:33:29.000,TARJETA,3673.50
107,410,527,96,2025-05-19 10:35:43.000,TRANSFERENCIA,16454.25
108,28,924,341,2025-04-10 08:49:28.000,TRANSFERENCIA,3283.80
109,297,209,168,2026-05-27 22:53:59.000,TRANSFERENCIA,2656.51
110,399,944,545,2026-05-29 12:27:24.000,TRANSFERENCIA,863.98
111,511,91,957,2026-02-16 04:07:43.000,EFECTIVO,6301.41
112,532,375,786,2025-01-28 20:08:17.000,TRANSFERENCIA,14892.61
113,143,266,776,2025-12-29 14:24:58.000,TARJETA,448.70
114,164,423,454,2026-02-15 00:20:04.000,PAYPAL,5511.84
115,36,258,283,2025-08-03 13:29:51.000,EFECTIVO,11163.62
116,175,123,148,2025-11-18 23:32:18.000,TRANSFERENCIA,2508.80
117,360,232,451,2026-03-16 18:29:17.000,TARJETA,5040.57
118,148,398,405,2026-02-27 02:53:39.000,BITCOIN,719.24
119,195,905,281,2025-05-05 03:06:11.000,EFECTIVO,15024.48
120,348,616,539,2026-04-12 17:29:29.000,EFECTIVO,5047.10
121,149,143,16,2026-05-10 23:21:13.000,EFECTIVO,26166.30
122,164,151,134,2025-04-03 09:43:03.000,EFECTIVO,15199.12
123,110,477,927,2026-03-05 17:49:02.000,PAYPAL,748.36
124,91,827,430,2026-01-03 19:33:54.000,BITCOIN,17745.05
125,419,959,851,2025-07-16 10:54:32.000,TRANSFERENCIA,5970.40
126,174,562,221,2025-12-18 08:27:35.000,TARJETA,1251.00
127,426,403,321,2025-06-21 16:50:18.000,TRANSFERENCIA,17247.49
128,191,106,668,2025-04-06 16:13:28.000,TRANSFERENCIA,9248.38
129,236,39,243,2026-01-03 12:02:59.000,BITCOIN,2135.03
130,312,28,602,2026-04-28 19:37:22.000,EFECTIVO,2978.84
131,345,136,124,2026-03-20 12:13:40.000,TARJETA,1981.88
132,43,26,490,2025-10-24 08:59:22.000,PAYPAL,2504.40
133,86,554,763,2026-04-05 11:32:17.000,BITCOIN,4274.80
134,389,935,266,2025-05-27 05:45:18.000,BITCOIN,3838.47
135,241,929,637,2025-05-30 22:29:37.000,EFECTIVO,1393.29
136,147,18,534,2026-01-19 10:52:23.000,PAYPAL,1972.96
137,524,389,963,2026-03-06 12:55:24.000,PAYPAL,4021.00
138,364,80,907,2025-06-09 05:57:23.000,TRANSFERENCIA,3843.70
139,476,262,228,2025-10-10 21:21:39.000,BITCOIN,11447.06
140,313,347,764,2026-03-09 13:31:01.000,EFECTIVO,13886.97
141,113,534,121,2025-10-19 16:02:08.000,PAYPAL,12488.32
142,19,439,566,2026-04-20 18:54:41.000,EFECTIVO,4883.28
143,538,621,73,2025-06-15 23:11:20.000,EFECTIVO,6767.80
144,92,971,945,2025-12-29 21:29:08.000,PAYPAL,4094.04
145,186,628,322,2025-10-31 21:31:22.000,TRANSFERENCIA,10603.13
146,103,868,71,2026-05-11 07:22:36.000,BITCOIN,1935.76
147,437,621,350,2026-02-05 08:56:42.000,PAYPAL,465.19
148,327,472,468,2025-11-24 05:39:55.000,TRANSFERENCIA,15916.75
149,161,441,796,2025-03-01 03:57:27.000,EFECTIVO,16175.85
150,34,136,684,2026-02-08 16:57:51.000,EFECTIVO,4872.65
151,356,519,854,2025-10-11 14:51:18.000,TRANSFERENCIA,4145.30
152,204,642,810,2026-02-12 11:19:29.000,TRANSFERENCIA,3568.75
153,268,415,122,2025-11-03 15:18:42.000,TRANSFERENCIA,6917.95
154,347,76,794,2025-08-13 00:10:31.000,TRANSFERENCIA,10962.70
155,13,842,475,2026-01-27 07:27:21.000,BITCOIN,1523.35
156,441,8,488,2025-02-02 06:19:46.000,EFECTIVO,7166.55
157,355,500,385,2025-11-20 14:02:36.000,TRANSFERENCIA,8249.61
158,248,600,537,2025-11-05 13:50:08.000,BITCOIN,4053.00
159,429,741,807,2025-08-13 20:37:23.000,TARJETA,1291.56
160,508,928,317,2025-07-16 19:34:57.000,TRANSFERENCIA,759.66
161,303,532,518,2026-03-07 05:47:09.000,BITCOIN,6976.81
162,5,87,457,2025-03-19 21:33:22.000,BITCOIN,10050.05
163,435,386,755,2025-03-19 14:02:29.000,PAYPAL,4865.27
164,22,155,449,2025-07-06 20:49:28.000,PAYPAL,663.04
165,173,129,790,2025-02-07 23:57:44.000,TARJETA,9517.54
166,488,491,616,2025-07-28 03:07:27.000,TARJETA,2083.41
167,37,377,289,2026-03-27 10:01:39.000,TRANSFERENCIA,2225.12
168,331,59,852,2026-02-19 14:45:29.000,TRANSFERENCIA,786.76
169,236,153,233,2025-12-26 03:12:19.000,TRANSFERENCIA,872.95
170,413,52,226,2026-02-01 18:26:27.000,TARJETA,8313.28
171,486,442,767,2026-03-25 15:00:51.000,BITCOIN,4113.56
172,202,33,323,2025-12-26 17:49:22.000,TRANSFERENCIA,895.00
173,494,254,294,2025-01-21 01:29:14.000,TARJETA,636.72
174,490,529,140,2026-05-03 23:50:19.000,PAYPAL,4596.76
175,435,147,214,2025-10-06 17:14:00.000,BITCOIN,1663.11
176,387,711,447,2025-09-12 18:51:44.000,EFECTIVO,758.28
177,259,440,891,2026-04-14 23:50:36.000,EFECTIVO,1059.00
178,40,132,458,2025-07-18 20:16:07.000,BITCOIN,8446.31
179,477,941,838,2025-06-28 21:33:04.000,TARJETA,2305.61
180,208,995,404,2025-11-09 10:58:18.000,TRANSFERENCIA,2701.60
