"id_comodidad_habitacion","id_tipo_habitacion","id_tipo_comodidad","detalle"
215,7,7,Incluido en la tarifa
216,7,5,Requiere activación previa
217,1,9,Incluido en la tarifa
218,5,3,Incluido en la tarifa
219,9,10,Disponible bajo petición
220,6,1,Incluido en la tarifa
221,10,6,Mantenimiento mensual
222,7,9,Mantenimiento mensual
223,1,4,Incluido en la tarifa
224,4,5,Disponible bajo petición
225,1,4,Requiere activación previa
226,5,9,Incluido en la tarifa
227,1,5,Requiere activación previa
228,5,2,Disponible bajo petición
229,1,6,Requiere activación previa
230,5,4,Incluido en la tarifa
231,10,2,Disponible bajo petición
232,7,7,Incluido en la tarifa
233,5,2,Mantenimiento mensual
234,10,10,Incluido en la tarifa
235,4,1,Mantenimiento mensual
236,10,7,Disponible bajo petición
237,5,4,Requiere activación previa
238,10,3,Disponible bajo petición
239,5,2,Incluido en la tarifa
240,8,5,Disponible bajo petición
241,1,6,Requiere activación previa
242,10,7,Incluido en la tarifa
243,6,4,Mantenimiento mensual
244,9,9,Mantenimiento mensual
245,9,4,Incluido en la tarifa
246,4,10,Disponible bajo petición
247,2,1,Incluido en la tarifa
248,5,5,Disponible bajo petición
249,4,10,Mantenimiento mensual
250,8,6,Requiere activación previa
251,5,10,Requiere activación previa
252,8,7,Disponible bajo petición
253,3,6,Incluido en la tarifa
254,7,9,Requiere activación previa
255,1,4,Disponible bajo petición
256,2,7,Incluido en la tarifa
257,9,8,Disponible bajo petición
258,6,7,Requiere activación previa
259,3,10,Incluido en la tarifa
260,9,8,Requiere activación previa
261,10,5,Incluido en la tarifa
262,2,1,Requiere activación previa
263,3,1,Requiere activación previa
264,10,10,Requiere activación previa
265,6,9,Disponible bajo petición
266,8,4,Requiere activación previa
267,5,5,Disponible bajo petición
268,4,4,Disponible bajo petición
269,3,6,Mantenimiento mensual
270,9,6,Disponible bajo petición
271,4,10,Incluido en la tarifa
272,4,9,Incluido en la tarifa
273,7,7,Requiere activación previa
274,8,9,Mantenimiento mensual
275,2,4,Requiere activación previa
276,10,6,Incluido en la tarifa
277,10,5,Mantenimiento mensual
278,4,2,Requiere activación previa
279,5,10,Requiere activación previa
280,10,2,Incluido en la tarifa
281,10,2,Mantenimiento mensual
282,1,7,Disponible bajo petición
283,10,6,Incluido en la tarifa
284,8,9,Requiere activación previa
285,4,5,Incluido en la tarifa
286,10,6,Incluido en la tarifa
287,9,10,Incluido en la tarifa
288,4,1,Requiere activación previa
289,4,4,Incluido en la tarifa
290,3,1,Disponible bajo petición
291,2,6,Disponible bajo petición
292,8,9,Incluido en la tarifa
293,7,9,Incluido en la tarifa
294,2,9,Mantenimiento mensual
295,2,3,Mantenimiento mensual
296,9,2,Disponible bajo petición
297,6,7,Incluido en la tarifa
298,1,2,Requiere activación previa
299,9,8,Mantenimiento mensual
300,3,3,Requiere activación previa
301,1,7,Disponible bajo petición
302,8,6,Requiere activación previa
303,2,10,Requiere activación previa
304,10,2,Incluido en la tarifa
305,3,10,Incluido en la tarifa
306,9,10,Incluido en la tarifa
307,2,4,Requiere activación previa
308,6,3,Incluido en la tarifa
309,1,2,Disponible bajo petición
310,4,10,Disponible bajo petición
311,6,5,Mantenimiento mensual
312,5,2,Disponible bajo petición
313,1,5,Incluido en la tarifa
314,8,7,Disponible bajo petición
315,4,1,Disponible bajo petición
316,3,1,Disponible bajo petición
317,3,4,Disponible bajo petición
318,5,6,Disponible bajo petición
319,5,6,Incluido en la tarifa
320,7,3,Requiere activación previa
321,1,10,Requiere activación previa
322,10,5,Disponible bajo petición
323,2,9,Incluido en la tarifa
324,5,7,Incluido en la tarifa
325,5,7,Disponible bajo petición
326,6,5,Requiere activación previa
327,10,10,Disponible bajo petición
328,2,8,Mantenimiento mensual
329,9,1,Incluido en la tarifa
330,2,3,Mantenimiento mensual
331,10,7,Incluido en la tarifa
332,9,3,Mantenimiento mensual
333,8,1,Requiere activación previa
334,8,8,Disponible bajo petición
335,7,8,Disponible bajo petición
336,10,10,Disponible bajo petición
337,4,2,Mantenimiento mensual
338,10,1,Incluido en la tarifa
339,2,5,Disponible bajo petición
340,9,10,Incluido en la tarifa
341,1,8,Disponible bajo petición
342,7,10,Disponible bajo petición
343,6,3,Incluido en la tarifa
344,10,5,Requiere activación previa
345,8,9,Mantenimiento mensual
346,8,8,Requiere activación previa
347,3,6,Requiere activación previa
348,7,8,Mantenimiento mensual
349,7,1,Mantenimiento mensual
350,4,7,Requiere activación previa
351,9,6,Requiere activación previa
352,10,4,Disponible bajo petición
353,7,3,Requiere activación previa
354,4,10,Mantenimiento mensual
355,2,9,Requiere activación previa
356,6,6,Disponible bajo petición
357,5,6,Requiere activación previa
358,10,4,Requiere activación previa
359,5,9,Requiere activación previa
360,4,10,Disponible bajo petición
361,6,10,Mantenimiento mensual
362,1,8,Incluido en la tarifa
363,2,2,Incluido en la tarifa
364,6,6,Requiere activación previa
365,5,9,Incluido en la tarifa
366,1,7,Requiere activación previa
367,1,5,Mantenimiento mensual
368,1,8,Incluido en la tarifa
369,2,5,Mantenimiento mensual
370,9,9,Disponible bajo petición
371,1,3,Requiere activación previa
372,6,6,Incluido en la tarifa
373,7,8,Incluido en la tarifa
374,3,1,Disponible bajo petición
375,6,9,Mantenimiento mensual
376,10,5,Incluido en la tarifa
377,2,8,Disponible bajo petición
378,4,5,Disponible bajo petición
379,9,7,Mantenimiento mensual
380,5,7,Requiere activación previa
381,8,6,Mantenimiento mensual
382,1,2,Incluido en la tarifa
383,7,8,Mantenimiento mensual
384,5,8,Mantenimiento mensual
385,7,8,Incluido en la tarifa
386,1,5,Disponible bajo petición
387,1,4,Requiere activación previa
388,8,5,Incluido en la tarifa
389,5,10,Disponible bajo petición
390,5,1,Mantenimiento mensual
391,5,5,Incluido en la tarifa
392,7,5,Incluido en la tarifa
393,10,4,Disponible bajo petición
394,3,9,Disponible bajo petición
395,3,5,Incluido en la tarifa
396,5,7,Incluido en la tarifa
397,7,2,Disponible bajo petición
398,8,3,Incluido en la tarifa
399,7,1,Requiere activación previa
400,5,3,Requiere activación previa
401,6,5,Incluido en la tarifa
402,7,3,Mantenimiento mensual
403,8,1,Incluido en la tarifa
404,4,5,Requiere activación previa
405,10,8,Incluido en la tarifa
406,2,4,Disponible bajo petición
407,8,1,Requiere activación previa
408,1,1,Incluido en la tarifa
409,9,4,Requiere activación previa
410,10,4,Disponible bajo petición
411,4,9,Disponible bajo petición
412,3,10,Disponible bajo petición
413,6,3,Disponible bajo petición
414,6,6,Disponible bajo petición
415,6,4,Requiere activación previa
416,5,5,Requiere activación previa
417,10,10,Mantenimiento mensual
418,7,9,Requiere activación previa
419,8,7,Requiere activación previa
420,5,5,Incluido en la tarifa
421,8,5,Requiere activación previa
422,1,2,Mantenimiento mensual
423,6,3,Incluido en la tarifa
424,6,5,Requiere activación previa
425,1,2,Mantenimiento mensual
426,4,1,Disponible bajo petición
427,7,3,Incluido en la tarifa
428,1,5,Disponible bajo petición
429,10,1,Mantenimiento mensual
430,6,1,Requiere activación previa
431,2,8,Incluido en la tarifa
432,5,8,Requiere activación previa
433,4,10,Mantenimiento mensual
434,9,1,Requiere activación previa
435,7,8,Mantenimiento mensual
436,7,3,Disponible bajo petición
437,10,8,Incluido en la tarifa
438,7,10,Disponible bajo petición
439,7,4,Incluido en la tarifa
440,1,3,Mantenimiento mensual
441,4,1,Disponible bajo petición
442,7,7,Disponible bajo petición
443,3,2,Requiere activación previa
444,3,7,Requiere activación previa
445,9,4,Mantenimiento mensual
446,9,2,Requiere activación previa
447,9,2,Incluido en la tarifa
448,5,8,Disponible bajo petición
449,2,10,Mantenimiento mensual
450,8,6,Requiere activación previa
451,8,2,Mantenimiento mensual
452,4,4,Requiere activación previa
453,8,5,Requiere activación previa
454,7,6,Requiere activación previa
455,6,6,Requiere activación previa
456,4,10,Incluido en la tarifa
457,3,2,Incluido en la tarifa
458,2,4,Requiere activación previa
459,1,2,Mantenimiento mensual
460,5,2,Incluido en la tarifa
461,1,8,Requiere activación previa
462,5,4,Requiere activación previa
463,1,7,Requiere activación previa
464,1,8,Incluido en la tarifa
465,9,4,Disponible bajo petición
466,5,3,Incluido en la tarifa
467,7,7,Mantenimiento mensual
468,6,10,Incluido en la tarifa
469,4,10,Mantenimiento mensual
470,5,8,Disponible bajo petición
471,10,7,Disponible bajo petición
472,5,3,Incluido en la tarifa
473,5,1,Mantenimiento mensual
474,6,8,Mantenimiento mensual
475,1,9,Mantenimiento mensual
476,7,3,Incluido en la tarifa
477,9,6,Mantenimiento mensual
478,3,5,Disponible bajo petición
479,7,1,Incluido en la tarifa
480,3,2,Requiere activación previa
481,3,1,Incluido en la tarifa
482,3,10,Mantenimiento mensual
483,8,8,Requiere activación previa
484,6,9,Disponible bajo petición
485,8,2,Incluido en la tarifa
486,3,7,Requiere activación previa
487,1,1,Disponible bajo petición
488,7,9,Mantenimiento mensual
489,9,3,Disponible bajo petición
490,9,7,Incluido en la tarifa
491,7,1,Mantenimiento mensual
492,1,1,Incluido en la tarifa
493,9,9,Incluido en la tarifa
494,7,10,Disponible bajo petición
495,9,2,Disponible bajo petición
496,1,10,Requiere activación previa
497,9,8,Mantenimiento mensual
498,3,7,Incluido en la tarifa
499,4,7,Incluido en la tarifa
500,8,3,Mantenimiento mensual
501,10,5,Mantenimiento mensual
502,10,6,Mantenimiento mensual
503,5,7,Disponible bajo petición
504,5,3,Disponible bajo petición
505,2,2,Requiere activación previa
506,1,8,Mantenimiento mensual
507,1,4,Disponible bajo petición
508,8,1,Incluido en la tarifa
509,4,2,Disponible bajo petición
510,10,8,Disponible bajo petición
511,2,10,Requiere activación previa
512,10,9,Disponible bajo petición
513,1,8,Disponible bajo petición
514,7,2,Mantenimiento mensual
515,6,2,Mantenimiento mensual
516,9,2,Incluido en la tarifa
517,9,2,Incluido en la tarifa
518,1,9,Requiere activación previa
519,3,2,Disponible bajo petición
520,2,5,Mantenimiento mensual
521,4,9,Mantenimiento mensual
522,7,5,Incluido en la tarifa
523,6,10,Incluido en la tarifa
524,1,3,Mantenimiento mensual
525,6,8,Incluido en la tarifa
526,1,8,Incluido en la tarifa
527,4,7,Mantenimiento mensual
528,5,3,Requiere activación previa
529,10,8,Mantenimiento mensual
530,9,6,Incluido en la tarifa
531,2,2,Requiere activación previa
532,6,3,Requiere activación previa
533,1,7,Requiere activación previa
534,8,2,Mantenimiento mensual
535,4,10,Requiere activación previa
536,10,4,Requiere activación previa
537,10,2,Incluido en la tarifa
538,8,8,Incluido en la tarifa
539,3,6,Disponible bajo petición
540,3,8,Requiere activación previa
541,8,1,Requiere activación previa
542,10,2,Mantenimiento mensual
543,8,1,Mantenimiento mensual
544,1,5,Disponible bajo petición
545,4,8,Requiere activación previa
546,3,6,Incluido en la tarifa
547,2,3,Disponible bajo petición
548,1,7,Disponible bajo petición
549,1,8,Incluido en la tarifa
550,10,8,Requiere activación previa
551,6,3,Incluido en la tarifa
552,5,3,Disponible bajo petición
553,1,10,Incluido en la tarifa
554,8,3,Incluido en la tarifa
555,10,10,Incluido en la tarifa
556,5,4,Mantenimiento mensual
557,9,9,Disponible bajo petición
558,4,7,Incluido en la tarifa
559,4,4,Mantenimiento mensual
560,4,9,Mantenimiento mensual
561,1,3,Disponible bajo petición
562,7,6,Disponible bajo petición
563,1,7,Disponible bajo petición
564,2,4,Requiere activación previa
565,7,9,Disponible bajo petición
566,6,9,Disponible bajo petición
567,5,8,Requiere activación previa
568,6,1,Incluido en la tarifa
569,2,8,Requiere activación previa
570,5,1,Disponible bajo petición
571,9,10,Mantenimiento mensual
572,8,7,Disponible bajo petición
573,2,8,Disponible bajo petición
574,7,6,Requiere activación previa
575,6,7,Requiere activación previa
576,10,6,Mantenimiento mensual
577,7,9,Requiere activación previa
578,2,3,Mantenimiento mensual
579,2,2,Disponible bajo petición
580,1,1,Mantenimiento mensual
581,1,9,Mantenimiento mensual
582,9,4,Requiere activación previa
583,2,3,Mantenimiento mensual
584,3,7,Incluido en la tarifa
585,8,9,Mantenimiento mensual
586,10,3,Disponible bajo petición
587,3,7,Mantenimiento mensual
588,1,3,Incluido en la tarifa
589,6,9,Mantenimiento mensual
590,2,10,Mantenimiento mensual
591,10,3,Incluido en la tarifa
592,9,3,Requiere activación previa
593,9,5,Requiere activación previa
594,2,5,Requiere activación previa
595,4,10,Mantenimiento mensual
596,1,10,Mantenimiento mensual
597,2,6,Mantenimiento mensual
598,6,3,Disponible bajo petición
599,4,2,Disponible bajo petición
600,6,2,Incluido en la tarifa
601,5,1,Disponible bajo petición
602,3,2,Disponible bajo petición
603,2,1,Disponible bajo petición
604,1,10,Incluido en la tarifa
605,4,7,Incluido en la tarifa
606,8,6,Incluido en la tarifa
607,2,9,Disponible bajo petición
608,2,10,Requiere activación previa
609,6,2,Requiere activación previa
610,8,3,Mantenimiento mensual
611,3,8,Mantenimiento mensual
612,4,3,Mantenimiento mensual
613,10,9,Disponible bajo petición
614,5,2,Mantenimiento mensual
615,3,5,Requiere activación previa
616,3,10,Requiere activación previa
617,9,10,Incluido en la tarifa
618,8,3,Mantenimiento mensual
619,3,3,Mantenimiento mensual
620,8,6,Mantenimiento mensual
621,1,8,Requiere activación previa
622,9,1,Mantenimiento mensual
623,2,6,Incluido en la tarifa
624,3,1,Incluido en la tarifa
625,8,1,Mantenimiento mensual
626,8,3,Disponible bajo petición
627,6,7,Requiere activación previa
628,10,7,Incluido en la tarifa
629,4,9,Incluido en la tarifa
630,8,6,Incluido en la tarifa
631,6,10,Disponible bajo petición
632,5,5,Mantenimiento mensual
633,5,9,Incluido en la tarifa
634,7,2,Mantenimiento mensual
635,6,8,Incluido en la tarifa
636,9,1,Incluido en la tarifa
637,5,7,Mantenimiento mensual
638,10,4,Mantenimiento mensual
639,7,6,Incluido en la tarifa
640,4,6,Incluido en la tarifa
641,9,4,Requiere activación previa
642,6,1,Incluido en la tarifa
643,4,6,Requiere activación previa
644,9,3,Requiere activación previa
645,4,10,Mantenimiento mensual
646,10,6,Mantenimiento mensual
647,6,6,Disponible bajo petición
648,5,5,Disponible bajo petición
649,10,1,Disponible bajo petición
650,8,7,Requiere activación previa
651,4,10,Mantenimiento mensual
652,3,2,Disponible bajo petición
653,1,5,Incluido en la tarifa
654,1,2,Requiere activación previa
655,5,2,Requiere activación previa
656,9,9,Requiere activación previa
657,3,4,Mantenimiento mensual
658,5,9,Mantenimiento mensual
659,2,2,Mantenimiento mensual
660,4,10,Disponible bajo petición
661,3,2,Incluido en la tarifa
662,2,1,Requiere activación previa
663,10,8,Requiere activación previa
664,4,9,Disponible bajo petición
665,7,8,Requiere activación previa
666,10,1,Incluido en la tarifa
667,2,3,Incluido en la tarifa
668,5,1,Disponible bajo petición
669,7,10,Requiere activación previa
670,4,8,Incluido en la tarifa
671,8,10,Requiere activación previa
672,8,6,Disponible bajo petición
673,8,1,Mantenimiento mensual
674,6,7,Mantenimiento mensual
675,4,6,Disponible bajo petición
676,5,3,Incluido en la tarifa
677,7,2,Incluido en la tarifa
678,1,10,Disponible bajo petición
679,5,10,Requiere activación previa
680,1,10,Incluido en la tarifa
681,9,4,Disponible bajo petición
682,8,4,Disponible bajo petición
683,3,10,Incluido en la tarifa
684,10,3,Requiere activación previa
685,2,4,Mantenimiento mensual
686,6,4,Mantenimiento mensual
687,6,9,Incluido en la tarifa
688,6,2,Incluido en la tarifa
689,2,4,Requiere activación previa
690,5,4,Incluido en la tarifa
691,6,3,Mantenimiento mensual
692,6,3,Incluido en la tarifa
693,1,5,Mantenimiento mensual
694,5,10,Incluido en la tarifa
695,9,5,Mantenimiento mensual
696,9,9,Requiere activación previa
697,6,5,Mantenimiento mensual
698,6,6,Disponible bajo petición
699,6,9,Disponible bajo petición
700,1,1,Disponible bajo petición
701,7,6,Incluido en la tarifa
702,2,1,Requiere activación previa
703,5,3,Requiere activación previa
704,9,10,Incluido en la tarifa
705,4,1,Requiere activación previa
706,10,3,Requiere activación previa
707,1,6,Requiere activación previa
708,6,2,Requiere activación previa
709,8,1,Requiere activación previa
710,7,2,Requiere activación previa
711,7,3,Requiere activación previa
712,6,9,Requiere activación previa
713,4,8,Incluido en la tarifa
714,8,7,Mantenimiento mensual
715,4,7,Disponible bajo petición
716,8,3,Incluido en la tarifa
717,8,8,Mantenimiento mensual
718,1,1,Incluido en la tarifa
719,3,2,Requiere activación previa
720,1,5,Incluido en la tarifa
721,9,10,Requiere activación previa
722,1,2,Mantenimiento mensual
723,6,6,Requiere activación previa
724,9,10,Requiere activación previa
725,1,7,Incluido en la tarifa
726,4,7,Incluido en la tarifa
727,7,1,Disponible bajo petición
728,2,9,Incluido en la tarifa
729,7,7,Requiere activación previa
730,3,10,Disponible bajo petición
731,2,3,Mantenimiento mensual
732,7,2,Mantenimiento mensual
733,10,2,Mantenimiento mensual
734,8,8,Incluido en la tarifa
735,1,7,Requiere activación previa
736,10,1,Disponible bajo petición
737,10,9,Incluido en la tarifa
738,10,7,Incluido en la tarifa
739,1,5,Incluido en la tarifa
740,2,1,Mantenimiento mensual
741,3,1,Disponible bajo petición
742,10,7,Disponible bajo petición
743,10,6,Requiere activación previa
744,1,7,Incluido en la tarifa
745,3,1,Requiere activación previa
746,8,2,Mantenimiento mensual
747,8,8,Mantenimiento mensual
748,2,9,Disponible bajo petición
749,9,8,Requiere activación previa
750,3,7,Requiere activación previa
751,10,3,Incluido en la tarifa
752,1,10,Requiere activación previa
753,8,8,Incluido en la tarifa
754,9,2,Mantenimiento mensual
755,1,10,Incluido en la tarifa
756,7,10,Disponible bajo petición
757,9,4,Requiere activación previa
758,3,5,Disponible bajo petición
759,10,2,Requiere activación previa
760,6,2,Requiere activación previa
761,10,4,Requiere activación previa
762,2,1,Requiere activación previa
763,2,3,Incluido en la tarifa
764,4,1,Requiere activación previa
765,4,3,Incluido en la tarifa
766,4,8,Mantenimiento mensual
767,10,6,Mantenimiento mensual
768,4,4,Requiere activación previa
769,10,3,Mantenimiento mensual
770,6,5,Incluido en la tarifa
771,7,3,Requiere activación previa
772,7,10,Requiere activación previa
773,7,4,Incluido en la tarifa
774,2,2,Requiere activación previa
775,8,1,Incluido en la tarifa
776,2,7,Requiere activación previa
777,5,5,Requiere activación previa
778,10,7,Mantenimiento mensual
779,6,10,Requiere activación previa
780,7,6,Requiere activación previa
781,3,9,Requiere activación previa
782,9,2,Incluido en la tarifa
783,2,3,Disponible bajo petición
784,1,5,Incluido en la tarifa
785,9,10,Disponible bajo petición
786,10,8,Mantenimiento mensual
787,7,6,Requiere activación previa
788,5,5,Incluido en la tarifa
789,1,6,Requiere activación previa
790,4,6,Disponible bajo petición
791,6,5,Requiere activación previa
792,2,4,Incluido en la tarifa
793,8,9,Incluido en la tarifa
794,6,2,Disponible bajo petición
795,6,7,Disponible bajo petición
796,1,4,Incluido en la tarifa
797,3,10,Requiere activación previa
798,9,4,Disponible bajo petición
799,4,9,Requiere activación previa
800,9,2,Incluido en la tarifa
801,5,2,Incluido en la tarifa
802,5,3,Incluido en la tarifa
803,10,6,Requiere activación previa
804,7,10,Requiere activación previa
805,1,3,Mantenimiento mensual
806,10,5,Disponible bajo petición
807,1,2,Disponible bajo petición
808,8,7,Disponible bajo petición
809,9,1,Requiere activación previa
810,10,4,Incluido en la tarifa
811,4,1,Mantenimiento mensual
812,5,9,Mantenimiento mensual
813,10,9,Mantenimiento mensual
814,2,2,Requiere activación previa
815,8,9,Incluido en la tarifa
816,5,2,Disponible bajo petición
817,6,9,Mantenimiento mensual
818,4,3,Mantenimiento mensual
819,5,3,Requiere activación previa
820,8,10,Requiere activación previa
821,2,9,Disponible bajo petición
822,9,8,Mantenimiento mensual
823,1,5,Disponible bajo petición
824,5,1,Incluido en la tarifa
825,9,10,Mantenimiento mensual
826,7,3,Requiere activación previa
827,7,6,Disponible bajo petición
828,4,1,Requiere activación previa
829,3,2,Mantenimiento mensual
830,3,10,Disponible bajo petición
831,10,1,Incluido en la tarifa
832,8,1,Mantenimiento mensual
833,3,7,Disponible bajo petición
834,8,6,Incluido en la tarifa
835,3,5,Mantenimiento mensual
836,3,6,Requiere activación previa
837,8,2,Requiere activación previa
838,3,9,Disponible bajo petición
839,5,4,Requiere activación previa
840,1,4,Mantenimiento mensual
841,10,4,Disponible bajo petición
842,2,1,Requiere activación previa
843,2,7,Disponible bajo petición
844,10,1,Requiere activación previa
845,10,3,Requiere activación previa
846,2,1,Incluido en la tarifa
847,6,10,Incluido en la tarifa
848,1,8,Incluido en la tarifa
849,2,7,Disponible bajo petición
850,10,2,Mantenimiento mensual
851,8,3,Requiere activación previa
852,10,1,Disponible bajo petición
853,6,10,Incluido en la tarifa
854,2,6,Requiere activación previa
855,3,8,Incluido en la tarifa
856,3,3,Incluido en la tarifa
